District,School Name,UDISE Code,School Management,School Category,Notification Uploaded,Trees Planted,Tree Uploaded
AGRA,KAVI RATAN SHRI SATYA NARAYAN INTER COLLEGE TORA AGRA,09154102296,Private Unaided Recognized,Upper Primary + Secondary (6–10),No,0,No
AGRA,KISHAN DEVI P.S.BUDERA MOD,09150405403,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
AGRA,KISHAN VIDYA PEETH INTER COLLEGE BAMROLI KATARA,09150404404,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,0,No
AGRA,KRISHNA INTERNATIONAL H S HINGOT KHERIYA BAMROLI KATARA FATEHABAD RD AGRA,09150404706,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,0,No
AGRA,M L UMV NAGLA RAMSWAROOP HAID BAROLI GUJAR AGRA,09150407213,Private Unaided Recognized,Secondary only (9–10),No,0,No
AGRA,MAA DURGA HSS NAGLA AAM BADAULI AGRA,09150407214,Private Unaided Recognized,Secondary only (9–10),No,0,No
AGRA,MAHARANI AVANTIBAI INTER COLLEGE SHYAMO AGRA,09150403609,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),Yes,0,No
AGRA,MANGALICK SHIKSHA KENDRA BAMRAULI KATARA AGRA,09150404406,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,0,No
AGRA,MATA SAVITRI BAI PHULE INTER COLLEGE HARINAGAR AGRA,09150400123,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,0,No
AGRA,MORNING RAYS INTER COLLEGE NAWAMEEL FATEHABAD ROAD AGRA,09150404405,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),Yes,0,No
AGRA,MOUNT LITERA ZEE SCHOOL,09151509955,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,0,No
AGRA,N R S HSS NAVALPUR TANAURA NOORPUR AGRA,09150406402,Private Unaided Recognized,Upper Primary to Secondary (6–10),No,0,No
AGRA,NETAJI KISORILAL U.M.V.KAULAKKHA,09150408804,Private Unaided Recognized,Upper Primary to Secondary (6–10),No,0,No
AGRA,O P PUBLIC HSS DHAMAUTA KUNDOL AGRA,09150408604,Private Unaided Recognized,Secondary only (9–10),No,0,No
AGRA,P S INTER COLLEGE BHOLPURA KUNDOL AGRA,09150408702,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,0,No
AGRA,PRINCE INTER COLLEGE NAVAMIL KALUAPURA BAMROLI KATARA AGRA,09150409505,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
AGRA,PT SONPAL INTER COLLEGE TAL SEMRI ,09150409106,Private Unaided Recognized,Upper Primary + Secondary (6–10),No,7,Yes
AGRA,PT.DEENDAYAL UPADHYAY GOVT. I.C BIJHAMAI,09150405004,Department of Education (Government School),Upper Primary to Higher Secondary (6–12),Yes,93,Yes
AGRA,R K HSS CHAMRAULI MOD SHAMSABAD AGRA,09150400708,Private Unaided Recognized,Secondary only (9–10),No,0,No
AGRA,R V PUBLIC SCHOOL GARHI THAKUR DAS PATTI PACHGAIN AGRA,09150403403,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,1,Yes
AGRA,RAJA MUNSHI SINGH GIRLS INTER COLLEGE JANGEET NAGAR RAJPUR CHUNGI AGRA,09150400114,Private Unaided Recognized,Upper Primary + Secondary (6–10),No,0,No
AGRA,RAJEEV GANDHI INTER COLLEGE DEFENCE COLONY AGRA,09154102287,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
AGRA,RAJENDRA SINGH INTER COLLEGE GARHI HARLAL RAMPURA AGRA,09150401807,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,13,Yes
AGRA,RAJKIYA HIGH SCHOOL DIGNER,09150400904,Department of Education (Government School),Secondary + Higher Secondary (9–12),Yes,104,Yes
AGRA,ROHTA INTER COLLEGE ROHTA,09150402905,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,0,No
AGRA,ROSHANI DEVI HSS BAMRAULI KATARA,09150404413,Private Unaided Recognized,Upper Primary to Secondary (6–10),No,0,No
AGRA,ROY VIDYA VIHAR SENION SEC SCHOOL EKTARA RD BAMROLI KATARA AGRA,09150404409,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,0,No
AGRA,S G R UMV NAGLA SHISHIYA KAKUA AGRA,09154104325,Private Unaided Recognized,Secondary only (9–10),No,0,No
AGRA,S.C VIDHYA PEETH HIGH SCHOOL,09150400130,Private Unaided Recognized,Upper Primary to Secondary (6–10),No,0,No
AGRA,SAINT JAI RAM DAS HIGH SCHOOL DEORI ROAD BAROLI AHEER AGRA,09150401507,Private Unaided Recognized,Secondary only (9–10),No,0,No
AGRA,SARASWATI PUBLIC HIGH SCHOOL TYAGI NAGAR SEWLA  AGRA,09150400140,Private Unaided Recognized,Secondary + Higher Secondary (9–12),No,0,No
AGRA,SATISH CHAND MEMORIAL INTER COLLEGE,09150400504,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
AGRA,"SHRI B.S KANYA SECONDARY SCHOOL, SEWLA",09150400120,Private Unaided Recognized,Secondary + Higher Secondary (9–12),No,0,No
AGRA,SHRI BHAGWAN DAS SMARAK HIGHER SECONDARY SCHOOL GHARI ROHATA GWALIOR ROAD AGRA,09150402912,Private Unaided Recognized,Secondary only (9–10),No,0,No
AGRA,SHRI CHUNNILAL H.S. SCHOOL,09150400505,Private Unaided Recognized,Secondary + Higher Secondary (9–12),Yes,0,No
AGRA,SHRI GAJRAJ SINGH HS SCHOOL KARBHANA DHANDUPURA TAJGANJ AGRA,09150405806,Private Unaided Recognized,Secondary only (9–10),No,0,No
AGRA,SHRI H C S HIGH SCHOOL GARHI MAHAVAN NAGLA SAVLA BAROLI AHEER AGRA,09150404803,Private Unaided Recognized,Secondary only (9–10),Yes,0,No
AGRA,SHRI JAGAN SINGH UMV SAIYAD NADAITA AGRA,09150407608,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
AGRA,SHRI JAMUNA PRASAD UMV BAHETA DIGNER AGRA,09150401102,Private Unaided Recognized,Secondary only (9–10),No,2,Yes
AGRA,SHRI KAILA DEVI UMV ITAURA KAKUA AGRA,09154104499,Private Unaided Recognized,Secondary + Higher Secondary (9–12),No,0,No
AGRA,SHRI KEDARNATH INTER COLLEGE KABULPUR AGRA,09150402202,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
AGRA,SHRI KHUBHIRAM KUSHWAH MEMORIAL INTER COLLEGE ROHTA NAHAR ROHTA GWALIAR ROAD AGRA,09150402914,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
AGRA,SHRI MANKAMESHWAR BAL VIDALAYA GADI ISHWARA DIGNER SHAMSHABAD RD AGRA,09150411702,Private Unaided Recognized,Upper Primary to Secondary (6–10),No,0,No
AGRA,SHRI MURARI SINGH H S SCHOOL,09150406703,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
AGRA,SHRI OM PRAKASH HSS DOKI,09150411402,Private Unaided Recognized,Secondary only (9–10),Yes,0,No
AGRA,SHRI PARASHURAM INTER COLLEGE BISARNA BAROLI AHEER AGRA,09150408404,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
AGRA,SHRI SALIGRAM INTER COLLEGE SALIGRAM VIHAR  BAROLI AHEER AGRA,09150400133,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,0,No
AGRA,SHRI SARDAR SINGH INTER COLLEGE GARHI ROHTA AGRA,09150402908,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,0,No
AGRA,SHRI SOMVEER SINGH INTER COLLEGE BUDHANA TAJGANJ AGRA,09150405505,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
AGRA,SHRI SOVRAN SINGH TYAGI HIGHER SECONDARY SCHOOL,09150409105,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
AGRA,SHYAMA RAM SRI DEVI U.M.V KAHRAI SHAMSABAD ROAD,09150400304,Private Unaided Recognized,Secondary only (9–10),No,0,No
AGRA,SMT KESHAR DEVI INTER COLLEGE KESHAR VIHAR UKKHARRA ROAD AGRA,09150409202,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
AGRA,SMT LEELAVATI DEVI INTER COLLEGE ,09150400136,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,4,Yes
AGRA,SMT SHANKAR DEVI INTER COLLEGE KARBHANA AGRA,09150405803,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,1,Yes
AGRA,SMT UMA PUBLIC INTER COLLEGE BASAI KALAN TAJGANJ AGRA,09150400131,Private Unaided Recognized,Upper Primary + Secondary (6–10),No,0,No
AGRA,SMT. TARA DEVI INTER COLLEGE,09150405804,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
AGRA,SMT.MEENA DEVI INTER COLLEGE K C PURAN BHARAN NAGAR AGRA,09150404006,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),Yes,0,No
AGRA,SPRING FIELD J.H.S.KUNDOL,09150407606,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
AGRA,SRI ISHWARI PD.LODHI H.S.S.SHYAMON,09150403607,Private Unaided Recognized,Upper Primary to Secondary (6–10),Yes,0,No
AGRA,SRI K.D.PALIWAL S.V.M.K.KUNDOL,09150407604,Private Unaided Recognized,Upper Primary to Secondary (6–10),No,0,No
AGRA,SRI KALI CHARAN SECONDARY SCHOOL,09150404004,Private Unaided Recognized,Upper Primary + Secondary (6–10),Yes,0,No
AGRA,SRI NINUA RAM J.H.S.LAKAWALI,09150405104,Private Unaided Recognized,Secondary only (9–10),No,0,No
AGRA,SRI RAM KISHAN  Inter College,09150403202,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,1,Yes
AGRA,SRI RAM PUBLIC SCHOOL KUTHAWALI BAROLI AHIR AGRA,09150402703,Private Unaided Recognized,Upper Primary to Secondary (6–10),Yes,0,No
AGRA,SRI S P UPADHYAY H S S,09150400124,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
AGRA,ST CLARES SCHOOL UNIT 2 KAULAKHA DEORI RD BAROLI AHIR AGRA,09150408807,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
AGRA,ST GENIUS CONVENT SCHOOL LODHAI SHYAMO MOD AGRA,09150403703,Private Unaided Recognized,Upper Primary to Secondary (6–10),Yes,13,Yes
AGRA,ST VIVEKANAND PUBLIC SCHOOL KABULPUR KAKUA GWALIOR RD AGRA,09150402205,Private Unaided Recognized,Upper Primary to Secondary (6–10),No,0,No
AGRA,ST. MARYS CONVENT SCHOOL SHAMSABAD ROAD AGRA,09150400107,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
AGRA,ST. XAVIER INTERNATIONAL SCHOOL BAROLI AHIR AGRA,09150400141,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,0,No
AGRA,Sanskar Public School Baad Agra,09150402604,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,0,No
AGRA,St Andrews School,09150400603,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,0,No
AGRA,THAKUR TEJ SINGH INTER C.KAKRA,09150401603,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
AGRA,THE INTERNATIONAL SCHOOL BAMROLI KATARA AGRA,09150404408,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,0,No
AGRA,V.P.S MEMORIAL UMV VIDYALAY BUDHANA MUSTKIL TAJGANJ BAROLI AHIR AGRA,09150406007,Private Unaided Recognized,Upper Primary to Secondary (6–10),No,0,No
AGRA,VIRANGANA AVANTIBAI GOVT. GIRLS INTER COLLEGE KALAL KHERIA AGRA,09150405203,Department of Education (Government School),Upper Primary to Higher Secondary (6–12),Yes,232,Yes
AGRA,ACHARY SHRI RAM GIRLS HIGH SCHOOL VIJAY VIHAR,09150501222,Private Unaided Recognized,Secondary only (9–10),Yes,0,No
AGRA,"AGRA PUBLIC SCHOOL, ARTONI AGRA",09150503006,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,0,No
AGRA,AMAN PUBLIC HIGHER SECONDARY SCHOOL,09150502602,Private Unaided Recognized,Upper Primary to Secondary (6–10),No,0,No
AGRA,B D CONVENVET SR SEC SHASTRIPURM DEHTORA AGRA,09150502712,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,0,No
AGRA,B S SHAH HS SCHOOL BARARA BICHPURI AGRA,09150504207,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
AGRA,B.B.L.U.M.V.,09150501403,Private Unaided Recognized,Upper Primary to Secondary (6–10),No,0,No
AGRA,BALUNI PUBLIC SCHOOL DAYAL BAGH,09150503203,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
AGRA,BOHARE NATTHILAL M.H.S.,09150504903,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,0,No
AGRA,BOSTON PUBLIC SCHOOL,09150501710,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
AGRA,DAMBAR SINGH HIGHER SECONDARY SCHOOL PLAK VIHAR KALWARI AGRA,09150502108,Private Unaided Recognized,Upper Primary to Secondary (6–10),No,0,No
AGRA,DEEP INTER COLLEGE  DAYORAITHA AGRA,09150502706,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
AGRA,DESH DEEPAK INTER COLLEGE,09150501215,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),Yes,0,No
AGRA,GAUTAM RISHI INTER COLLEGE,09150501209,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
AGRA,GOVT HSS JAUPURA BICHPURI,09150501805,Department of Education (Government School),Secondary + Higher Secondary (9–12),Yes,78,Yes
AGRA,HILLMAN PUB SCH LADAMDA BICHPURI AGRA,09150503906,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,13,Yes
AGRA,Holy Light Public School,09150503905,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,0,No
AGRA,JANKI PRASAD H.S.S. VIVEK NAGAR,09150501217,Private Unaided Recognized,Secondary only (9–10),No,0,No
AGRA,JANTA INTER COLLEGE MIDHAKUR,09150503507,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,8,Yes
AGRA,KISHAN SINGH INTER COLLEGE PATHAULI AGRA,09150501211,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
AGRA,KSI COLLEGE PATHOLI AGRA,09150502310,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
AGRA,M S PUBLIC SCHOOL MIDAKUR SADAR AGRA,09150503513,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,10,Yes
AGRA,MAA BHAGWATI PUBLIC SCHOOL,09150502309,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,0,No
AGRA,MAA DURGA H.S.S. SHASTRIPURAM,09150502004,Private Unaided Recognized,Upper Primary + Secondary (6–10),No,0,No
AGRA,MEGA MIND MILLENNIUM HSS GADHSANI,09150504606,Private Unaided Recognized,Secondary only (9–10),No,0,No
AGRA,NAITIK RATAN UMV AJIJPUR,09150505208,Private Unaided Recognized,Secondary only (9–10),No,0,No
AGRA,PT.DEENDAYAL UPADHYAY GOVT. MODEL I.C MIDAKUR,09150503512,Department of Education (Government School),Upper Primary to Higher Secondary (6–12),Yes,107,Yes
AGRA,R K GIRLS INTER COLLEGE INDRA COLONY KALWARI AGRA,09150502110,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
AGRA,Ramesh chand sharma memorial Vidhalay agra,09150505303,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
AGRA,"S R S KANYA INTER COLLEGE 

  CHAUHTANA BICHPURI AGRA",09150501303,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,0,No
AGRA,SANJAY GANDHI GIRL'S INTER COLLAGE DAYORAITHA  AGRA,09150502708,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
AGRA,"SANJAY GANDHI INTER COLLAGE, DAYORAITHA AGRA",09150502707,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
AGRA,SANT SHRI ASARAMJI PUBLIC SCHOOL MATHURA ROAD SIKNDRA AGRA,09150501207,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,0,No
AGRA,SARASWATI SHIKSHA NIKETAN INTER COLLEGE NANPUR MOD MIDHAKUR AGRA,09150504004,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
AGRA,SARVJANIK GYAN JYOTI INTER COLLEGE VISHNU VIHAR PATHOLI,09150502306,Private Unaided Recognized,Upper Primary + Secondary (6–10),No,0,No
AGRA,SATYA PRAKASH INTER COLLAGE JAUPURA,09150501807,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,0,No
AGRA,SHIV SHAKTI UM VIDAYLAYA ADITIYA NAGAR ALBATIYA BICHPURI AGRA,09150502202,Private Unaided Recognized,Secondary only (9–10),No,0,No
AGRA,SHIVALIK PUBLIC SCHOOL,09150501602,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
AGRA,SHREE GAJADHAR PRASHAD INTER COLLEGE,09150501210,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
AGRA,SHRI NARAYAN UM VIDAYALYA JAUPURA BICHPURI AGRA,09150505401,Private Unaided Recognized,Secondary only (9–10),No,0,No
AGRA,SMT AMBIKA DEVI GIRLS HIGH SCHOOL SHASTRI PURAM DEHTORA AGRA ,09150501716,Private Unaided Recognized,Secondary only (9–10),No,0,No
AGRA,SMT BAIJANTI DEVI GIRLS INTER COLLEGE ,09150501306,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
AGRA,SMT.SHYAMA DEVI P.VIDHYA.AJIJPUR,09150505204,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
AGRA,SMT.TRIVENI DEVI P.V.GADHSANI,09150504605,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,0,No
AGRA,SRI G.S.BHAGELP.S.BARARA,09150504204,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
AGRA,SRI HARI SWAROOP SINGH U.M VIDHYALAYA,09150502104,Private Unaided Recognized,Upper Primary to Secondary (6–10),No,0,No
AGRA,SRI RAJ I C.,09150505004,Private Unaided Recognized,Upper Primary + Secondary (6–10),No,0,No
AGRA,SRI RAM CHANDRA PUBLIC INTER COLLEGE,09150502803,Private Unaided Recognized,Upper Primary + Secondary (6–10),No,0,No
AGRA,ST. THOMAS SCHOOL SUNARI BICHPURI AGRA,09150501503,Private Unaided Recognized,Upper Primary to Secondary (6–10),No,0,No
AGRA,Shri Ram Centennial School,09150503403,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,0,No
AGRA,V.D. INTER COLLEGE,09150501214,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
AGRA,Vijaya International School,09150501305,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
AGRA,A V M D INSTITUTE 277 SAWAI BHAWAI ROAD SAWANI ETMADPUR AGRA,09150600212,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
AGRA,"BAUHARE LAKSHMAN PRASAD H.S.S., JATAUA",09150605810,Private Unaided Recognized,Secondary + Higher Secondary (9–12),No,0,No
AGRA,BRIJ PUBLIC SCHOOL GUDHA BAHRAMPUR ETMADPUR AGRA,09150602004,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
AGRA,D S PUBLIC SCHOOL,09150607904,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,0,No
AGRA,DALIT AVTAR HIGHER SECONDARY SCHOOL,09150600133,Private Unaided Recognized,Upper Primary + Secondary (6–10),No,0,No
AGRA,DELHI WORLD PUBLIC SCHOOL  ETMADPUR AGRA,09150600210,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
AGRA,GOVIND INTER COLLEGE,09150600138,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
AGRA,GOVIND SAVITRI BAI FOOLY KANYA INTER COLLEGE,09150600143,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
AGRA,GOVT. HIGH SCHOOL KHUSHAPUR,09150607005,Department of Education (Government School),Secondary + Higher Secondary (9–12),Yes,76,Yes
AGRA,H.P.S.PUB.J.H.S.JAMALNAGAR BHAIS,09150607902,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
AGRA,HERITAGE PUBLIC SCHOOL MITAWALI AGRA,09150600509,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,0,No
AGRA,HOTI LAL INTER COLLEGE BANS BODIYA AGRA,09150603303,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
AGRA,J MILTON PUBLIC SCHOOL BARHAN ROAD ETMADPUR AGRA,09150600510,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,8,Yes
AGRA,JANTA INTER COLLEGE NAGLA NATTHA,09150609404,Private Unaided Recognized,Upper Primary + Secondary (6–10),Yes,0,No
AGRA,JANTA INTER COLLEGE.ETMADPUR,09150600104,Government Aided,Primary to Higher Secondary (1–12),Yes,53,Yes
AGRA,JOHNS MARY INTER COLLEGE,09150600135,Private Unaided Recognized,Upper Primary + Secondary (6–10),No,0,No
AGRA,KISHORI DEVI GIRLS INTER COLLEGE BARHAN AGRA,09154102278,Private Unaided Recognized,Upper Primary + Secondary (6–10),Yes,0,No
AGRA,M B M UMV BAILOTHI CHAWALI ETAMADPUR AGRA,09154102295,Private Unaided Recognized,Secondary only (9–10),No,0,No
AGRA,M.S PUB U.M.V NAGLA AMAR SINGH CHAMROLA AGRA,09150607906,Private Unaided Recognized,Secondary only (9–10),No,0,No
AGRA,MAA KALAWATI DEVI UMV SAIFUDDIN NAGLA CHANDRABHAN ETMADPUR AGRA,09150605815,Private Unaided Recognized,Upper Primary to Secondary (6–10),Yes,0,No
AGRA,MAHENDRA SINGH PACHORI INTER COLLEGE,09150605403,Private Unaided Recognized,Upper Primary + Secondary (6–10),No,0,No
AGRA,MAMTA GIRLS INTER COLLEGE SANVAI BARHAN ROAD AGRA,09150600206,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,0,No
AGRA,MOHAR SRI HETAM SINGH H.R.S.SCHOOL,09150609102,Private Unaided Recognized,Upper Primary + Secondary (6–10),No,0,No
AGRA,MOOLCHANDRA TYAGI H.S.S. WAS BODICHA,09150601502,Private Unaided Recognized,Secondary + Higher Secondary (9–12),No,0,No
AGRA,NEW ST STEPHENS PUBLIC SCHOOL UNIT-2,09150600209,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,0,No
AGRA,P.D.JAIN  H.S.TEHU,09150607605,Government Aided,Secondary only (9–10),Yes,0,No
AGRA,PT S D ADARSH INTER COLLEGE BARHAN AGRA,09150604122,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),Yes,0,No
AGRA,RAJEEV SINGH MEMORIAL INTER COLLEGE,09150600156,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
AGRA,RAJKIYA HIGH SCHOOL BAHRAMPUR,09150602003,Department of Education (Government School),Secondary + Higher Secondary (9–12),Yes,67,Yes
AGRA,RAJKIYA HIGH SCHOOL MITAWALI,09150600506,Department of Education (Government School),Secondary + Higher Secondary (9–12),Yes,71,Yes
AGRA,RAM LAKHAN H S SCHOOL,09150600134,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
AGRA,RASTRIYA INTER COLLEGE BARHAN,09150604107,Government Aided,Upper Primary to Higher Secondary (6–12),No,0,No
